index,Sek_1,Sek_2,Sek_3,Sek_4,Sek_5,Sek_6,Sek_7,Sek_8,Sek_9,Sek_10,Sek_11,Sek_12,Sek_13,Sek_14,Sek_15,Sek_16,Sek_17,Sek_18,Sek_19,Sek_20,Sek_21,Sek_22,Sek_23,Sek_24,Sek_25,Sek_26,Sek_27,Sek_28,Sek_29,Sek_30,Sek_31,Sek_32,Sek_33,Sek_34,Sek_35,Sek_36,Sek_37,Sek_38,Sek_39,Sek_40,Sek_41,Sek_42,Sek_43,Sek_44,Sek_45,Sek_46,Sek_47,Sek_48,Sek_49,Sek_50,Sek_51,Sek_52,Sek_53,Sek_54,Sek_55,Sek_56,Sek_57,Sek_58,Sek_59,Sek_60,Sek_61,Sek_62,Sek_63,Sek_64,Toplam Uretim,İthalat,Toplam Arz
Urun_56,0.00,0.00,0.00,0.00,0.00,9.08,0.00,0.00,11359.74,0.00,0.00,0.00,0.00,53.59,0.00,0.00,0.00,242.83,0.00,0.00,0.00,471.86,0.00,0.00,0.00,0.88,27.11,0.00,8247.16,0.00,1530.83,0.00,28.06,0.00,0.00,15409.94,506.36,0.00,0.00,26049.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.11,58.62,0.00,0.00,13437.69,2867804.85,68480275.52,785.70,765136.94,42.69,68608.56,0.00,0.00,0.00,0.00,72260125.80,0.00,72260125.80
Urun_57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272.71,11129.93,0.00,14000.86,38298.48,0.00,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8318.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57107.59,779034.83,4625.47,66764203.59,15379.27,0.00,0.00,0.00,0.00,10137.89,0.00,67702512.54,12849.47,67715362.01
Urun_58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,788.86,1019.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150317.98,8149.50,210170.56,3582512.20,0.00,0.00,0.00,0.00,0.00,0.00,3952958.11,0.00,3952958.11
Urun_59,0.00,0.00,0.00,0.00,0.00,0.00,2070.67,0.00,0.00,0.00,0.00,0.00,0.00,31.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2543.77,0.00,3166.81,65370.98,38154.32,0.00,0.00,0.00,0.00,0.00,23.46,0.00,0.00,41105.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1362.08,43096.54,0.00,0.00,0.00,13476535.39,20970.19,0.00,0.00,3786.70,0.00,13698217.32,73627.37,13771844.68
Urun_60,0.00,0.00,0.00,361.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.65,0.00,0.00,0.00,0.00,18117.56,0.00,0.00,102311.68,539.38,0.00,0.00,0.00,0.00,6969.61,0.00,0.00,48008.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.12,0.00,10558.72,7065.21,10520.30,6180.81,0.00,16.17,591.88,8527021.49,0.00,0.00,0.00,0.00,8738391.98,0.00,8738391.98
Urun_61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3402.01,0.00,0.00,0.00,0.00,0.00,9919003.95,0.00,0.00,0.00,9922405.95,0.00,9922405.95
Urun_62,0.00,0.00,0.00,0.00,0.00,677.09,3509.63,0.00,2.47,0.00,0.00,0.00,323.73,0.00,0.00,42766.48,663.99,7534.43,13.67,0.00,157.20,13488.06,1150.74,0.00,0.00,0.00,122551.77,0.00,252244.86,273221.03,997.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169486.93,28030.44,0.00,0.00,0.00,0.00,0.00,0.00,610.58,0.00,0.00,0.00,2.60,0.00,0.00,102.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7945516.70,0.00,0.00,8863052.23,0.00,8863052.23
Urun_63,0.00,0.00,0.00,0.00,54.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14251.80,0.00,33.67,0.00,132.19,0.00,0.00,749.71,0.00,0.00,0.00,0.00,190.35,695.47,0.00,28602.27,4826.80,380.13,0.00,0.00,18.47,0.00,117821.91,0.00,0.00,0.00,91030.90,0.00,0.00,0.00,18803.12,0.00,49988.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11674.34,0.00,0.00,6405.41,0.00,76.84,7840.93,0.00,0.00,12448918.70,0.00,12802495.53,8920.23,12811415.76
Urun_64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,781733.27,781733.27,0.00,781733.27
Toplam Uretim,187042096.39,4251075.30,3901474.93,29639349.89,154083936.17,150914075.11,11857467.91,18777625.19,9223699.28,44550343.31,41906519.20,9017536.20,43091970.49,51194894.82,96129317.42,49903349.49,9806251.25,40364292.79,35395952.08,59658165.83,7364474.94,40628104.16,12680510.19,121466976.48,7424382.99,21998754.36,308217935.49,30871097.44,121396200.20,143325513.81,197955916.60,15235388.19,22085851.43,25922012.04,7946807.89,84136720.81,6366820.29,8980511.64,33258260.71,15406703.66,55600448.45,10679188.97,7627220.27,79951107.44,87465958.71,23554929.09,13924112.69,832272.28,16100633.64,4769852.01,5770888.58,2092803.94,17414731.10,34236076.73,112917241.34,73882469.14,67155687.45,4404980.96,13699838.28,8812890.08,11161845.14,8030434.43,12516414.53,781733.27,2956762094.88,448324963.19,3405087058.07
